City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,suva,-18.1416,178.4415,23.71,94,75,2.57,FJ,1731099195
369,oum hadjer,13.2954,19.6966,26.71,18,4,5.51,TD,1731099196
370,suzhou,31.3114,120.6181,16.47,82,99,2.92,CN,1731099197
371,gumdag,39.2061,54.5906,10.96,55,0,4.61,TM,1731099198
372,belmonte,-15.8631,-38.8828,25.34,84,91,4.91,BR,1731099199
373,tocache,-8.1842,-76.5125,25.44,87,100,0.34,PE,1731099200
374,el nido,11.1858,119.3956,25.64,97,8,1.66,PH,1731099201
375,hami,42.8,93.45,5.85,56,8,3.31,CN,1731099203
376,kharkhorin,47.1975,102.8238,0.7,79,9,3.72,MN,1731099204
377,pugachev,52.0133,48.8025,-0.04,97,100,1.84,RU,1731099205
378,grand falls-windsor,48.9332,-55.6649,2.15,76,100,2.62,CA,1731098960
379,stephenville,32.2207,-98.2023,18.07,89,75,6.69,US,1731099109
380,natal,-5.795,-35.2094,27.36,74,20,6.17,BR,1731098945
381,mili,6.0815,171.735,28.46,71,37,3.06,MH,1731099209
382,berdigestyakh,62.0989,126.6992,-10.09,97,100,1.33,RU,1731099210
383,hasaki,35.7333,140.8333,14.56,59,51,4.49,JP,1731099211
384,chenzhou,25.8,113.0333,13.58,69,1,0.73,CN,1731099212
385,greenwood,34.1668,-82.1165,26.56,65,100,2.06,US,1731098934
386,kamaishi,39.2667,141.8833,5.55,78,7,2.21,JP,1731099214
387,la villa del rosario,10.3258,-72.3134,27.23,77,98,0.12,VE,1731099215
388,pacific grove,36.6177,-121.9166,23.27,14,0,2.57,US,1731099085
389,beyneu,45.3167,55.2,2.22,73,22,1.27,KZ,1731099217
390,cueto,20.6439,-75.9356,27.69,67,0,4.85,CU,1731099218
391,san justo,-30.7891,-60.5919,27.21,34,11,4.02,AR,1731099219
392,tshabong,-26.05,22.45,22.13,61,96,2.82,BW,1731099170
393,boguchany,58.3814,97.4531,-3.6,77,98,4.98,RU,1731099221
394,bembibre,42.6177,-6.4155,13.27,99,74,1.8,ES,1731099223
395,kharp,66.8014,65.8081,-6.7,97,100,1.21,RU,1731099224
396,sankt martin,49.3003,8.1053,7.53,80,62,0.92,DE,1731099225
397,kano,12.0001,8.5167,19.94,73,4,0.0,NG,1731099226
398,miles city,46.4083,-105.8406,13.54,35,0,4.12,US,1731099227
399,yerofey pavlovich,53.9667,121.9667,-10.29,98,100,1.16,RU,1731099228
400,kavieng,-2.5744,150.7967,28.16,76,89,3.08,PG,1731099229
401,sinop,41.7711,34.8709,6.34,67,2,1.76,TR,1731099230
402,antofagasta,-23.65,-70.4,18.6,76,3,2.28,CL,1731099232
403,laguna,38.421,-121.4238,20.62,38,0,2.06,US,1731099233
404,sambava,-14.2667,50.1667,24.15,78,49,4.76,MG,1731099234
405,siasi,5.5462,120.8145,27.66,73,23,2.48,PH,1731099235
406,saudarkrokur,65.7461,-19.6394,4.1,79,100,3.06,IS,1731099236
407,nova sintra,14.8667,-24.7167,26.9,78,97,6.59,CV,1731099237
408,kosh-agach,50.0,88.6667,-13.18,73,41,1.64,RU,1731099238
409,timmins,48.4669,-81.3331,2.9,60,75,6.17,CA,1731099239
410,laojunmiao,39.8333,97.7333,3.92,51,96,2.53,CN,1731099240
411,fenghuang,27.9356,109.5996,14.0,61,99,1.14,CN,1731099241
412,laascaanood,8.4774,47.3597,25.99,53,0,3.59,SO,1731099243
413,sao felix do xingu,-6.6447,-51.995,28.39,70,100,1.17,BR,1731099244
414,taulaga,-11.0553,-171.0883,28.26,71,59,4.27,AS,1731099245
415,kannus,63.9,23.9,5.79,91,62,4.59,FI,1731099246
416,kendari,-3.945,122.4989,23.99,95,71,0.83,ID,1731099247
417,borogontsy,62.6683,131.1683,-17.07,96,100,4.3,RU,1731099248
418,wamba,8.9333,8.6,25.56,39,32,1.35,NG,1731099249
419,nykarleby,63.5228,22.5307,7.55,89,46,5.26,FI,1731099250
420,kandahar,31.0,65.75,12.74,43,62,1.34,AF,1731099251
421,vera,-29.4593,-60.2126,28.02,31,2,4.49,AR,1731099252
422,lazaro cardenas,17.9583,-102.2,29.21,68,35,4.44,MX,1731098979
423,bubaque,11.2833,-15.8333,28.59,71,0,3.69,GW,1731099254
424,ad dabbah,18.05,30.95,24.06,22,1,5.16,SD,1731099255
425,east tamworth,-31.0894,150.9436,17.77,52,0,4.63,AU,1731099256
426,kili,5.6439,169.1211,29.29,63,92,3.17,MH,1731099257
427,prince albert,53.2001,-105.7677,13.97,44,20,6.69,CA,1731099258
428,saint-philippe,-21.3585,55.7679,22.87,82,33,4.54,RE,1731099259
429,codrington,-38.2667,141.9667,11.66,63,96,4.26,AU,1731099260
430,tafi viejo,-26.732,-65.2592,19.91,94,100,2.06,AR,1731099261
431,sanctuary point,-35.1114,150.629,16.3,82,77,1.9,AU,1731099263
432,isla vista,34.4133,-119.861,25.2,22,0,1.34,US,1731099264
433,es castell,39.8795,4.2854,18.38,82,20,1.03,ES,1731099265
434,baldivis,-32.3299,115.8218,15.12,73,100,0.89,AU,1731099266
435,baardheere,2.3446,42.2764,27.28,65,64,5.45,SO,1731099267
436,dakhla,23.6848,-15.958,25.01,53,100,5.14,EH,1731099268
437,sa'dah,16.9402,43.7639,16.79,44,0,2.71,YE,1731099269
438,baise city,23.8997,106.6133,17.1,73,27,0.57,CN,1731099270
439,palikir - national government center,6.9248,158.1611,25.47,94,100,2.57,FM,1731099271
440,fort mcmurray,56.7268,-111.381,13.77,50,100,2.06,CA,1731099272
441,dolisie,-4.1997,12.6739,21.4,97,100,1.11,CG,1731099129
442,gamba,-2.65,10.0,23.51,90,100,2.36,GA,1731099274
443,sirte,31.2089,16.5887,19.65,61,0,3.27,LY,1731099275
444,uliastay,47.7417,96.8444,-5.11,81,95,1.59,MN,1731099276
445,sabang,5.8933,95.3214,28.39,73,100,3.15,ID,1731099277
446,muang khong,14.1167,105.85,20.76,93,42,0.5,LA,1731099278
447,san antonio de pale,-1.4014,5.6325,26.14,83,99,7.82,GQ,1731099279
448,ocean city,39.2776,-74.5746,20.56,42,0,4.02,US,1731099280
449,ambodifotatra,-16.9833,49.85,25.36,70,34,3.24,MG,1731099281
450,guerrero negro,27.9769,-114.0611,22.34,25,0,4.14,MX,1731099283
451,garissa,-0.4536,39.6401,27.5,63,22,6.52,KE,1731099284
452,nova vicosa,-17.8919,-39.3719,25.3,83,57,6.48,BR,1731099285
453,novodvinsk,64.4165,40.8122,5.86,84,56,6.83,RU,1731099286
454,mogadishu,2.0371,45.3438,26.44,80,3,4.67,SO,1731099167
455,tual,-5.6667,132.75,28.02,78,36,4.35,ID,1731099288
456,mejit,10.2753,170.8646,28.31,78,76,5.97,MH,1731099289
457,chinde,26.8212,87.7095,19.05,80,2,1.91,NP,1731099290
458,tippi,7.2,35.45,17.54,91,8,1.73,ET,1731099291
459,riverton,40.5219,-111.9391,9.26,46,0,3.13,US,1731099292
460,kokoda,-8.8785,147.7407,24.82,92,100,0.44,PG,1731099293
461,umm kaddadah,13.6017,26.6876,25.09,23,0,5.16,SD,1731099294
462,ormara,25.2088,64.6357,26.86,82,1,2.97,PK,1731099295
463,itaituba,-4.2761,-55.9836,32.09,66,20,1.03,BR,1731099296
464,maloye ganyushkino,46.6,49.2667,6.02,75,100,2.71,KZ,1731099297
465,huarmey,-10.0681,-78.1522,21.11,73,34,4.35,PE,1731099298
466,klyuchi,52.2667,79.1667,-3.25,72,46,2.87,RU,1731099299
467,vila franca do campo,37.7167,-25.4333,20.23,99,96,6.39,PT,1731099300
468,megion,61.0296,76.1136,-5.99,76,100,9.23,RU,1731099301
469,mar del plata,-38.0023,-57.5575,19.01,78,0,11.18,AR,1731099303
470,san juan,-31.5375,-68.5364,31.36,25,0,1.86,AR,1731099057
471,merritt island,28.5392,-80.672,29.0,72,0,4.63,US,1731099120
472,kudahuvadhoo,2.6708,72.8944,27.48,78,100,5.02,MV,1731099306
473,hastiere-lavaux,50.2185,4.8245,6.86,95,75,2.06,BE,1731099307
474,pangoa,-12.1167,-73.0,24.1,96,97,0.42,PE,1731099308
475,birao,10.2849,22.7882,25.33,37,99,2.44,CF,1731099309
476,kerikeri,-35.2268,173.9474,21.06,83,99,0.89,NZ,1731099310
477,east london,-33.0153,27.9116,21.85,76,98,1.96,ZA,1731099311
478,noumea,-22.2763,166.4572,27.24,99,0,2.44,NC,1731099312
479,kasempa,-13.4584,25.8338,20.26,66,18,1.8,ZM,1731099313
480,sebezh,56.2955,28.4654,4.23,93,58,1.87,RU,1731099314
481,pachino,36.7186,15.0907,18.81,76,97,4.12,IT,1731099315
482,morehead city,34.7229,-76.726,25.59,81,75,3.09,US,1731099189
483,minas de marcona,-15.2119,-75.1103,17.81,59,53,5.07,PE,1731099320
484,bel ombre,-4.6167,55.4167,27.91,78,40,2.06,SC,1731099321
485,yur'yev-pol'skiy,56.5,39.6833,2.32,90,61,5.96,RU,1731099322
486,malkinia gorna,52.6922,22.0284,3.38,91,0,2.13,PL,1731099323
487,queenstown,-31.8976,26.8753,18.21,74,99,3.09,ZA,1731099324
488,shirochanka,46.6497,38.3978,7.34,76,97,2.38,RU,1731099325
489,bebra,50.9667,9.8,2.53,94,37,1.11,DE,1731099326
490,slave lake,55.2834,-114.769,9.99,66,0,0.0,CA,1731099030
491,kadinhani,38.2397,32.2114,4.61,50,0,0.25,TR,1731099328
492,lumphat,13.4878,106.9816,20.2,89,74,1.48,KH,1731099329
493,hexham,54.9699,-2.104,8.08,92,9,1.99,GB,1731099330
494,williams lake,52.1415,-122.1445,12.76,58,100,4.12,CA,1731099331
495,bentota,6.4254,79.9948,24.79,89,99,4.18,LK,1731099332
496,sinabang,2.4803,96.3801,26.4,84,100,1.76,ID,1731099333
497,sungai penuh,-2.0833,101.3833,18.25,97,100,1.13,ID,1731099334
498,al majaridah,19.1236,41.9111,27.7,66,0,0.46,SA,1731099336
499,benguela,-12.5763,13.4055,25.15,87,100,2.52,AO,1731099337
500,remire-montjoly,4.9167,-52.2667,30.02,66,0,5.14,GF,1731099338
501,newman,37.3138,-121.0208,21.14,30,1,1.79,US,1731099339
502,pasvalys,56.0594,24.4036,4.95,90,10,1.43,LT,1731099340
503,mount gambier,-37.8333,140.7667,12.83,56,98,2.43,AU,1731099341
504,alenquer,-1.9417,-54.7383,34.02,42,61,1.89,BR,1731099342
505,mtambile,-5.3833,39.7,26.06,81,4,4.03,TZ,1731099343
506,kangding,30.0513,101.9603,5.55,86,6,4.11,CN,1731099344
507,cabedelo,-6.9811,-34.8339,27.37,79,97,4.4,BR,1731099345
508,istaravshan,39.9142,69.0033,4.6,68,3,1.31,TJ,1731099346
509,mahina,-17.5065,-149.489,29.87,74,0,4.12,PF,1731099347
510,mbekenyera,-10.0,38.9833,21.65,94,1,1.24,TZ,1731099348
511,kasama,-10.2129,31.1808,22.98,47,68,3.37,ZM,1731099349
512,lucaya,26.5333,-78.6667,28.96,61,40,5.14,BS,1731099350
513,burang,30.25,81.1667,1.68,88,6,0.85,CN,1731099351
514,al jawf,29.5,38.75,17.68,65,40,4.94,SA,1731099352
515,alofi,-19.0595,-169.9187,25.94,61,40,8.75,NU,1731099354
516,timaru,-44.4,171.25,19.48,75,100,0.89,NZ,1731099355
517,bandipura,34.4167,74.65,12.69,46,0,2.49,IN,1731099357
518,strezhevoy,60.7333,77.5889,-6.42,79,94,7.08,RU,1731099358
519,naze,28.3667,129.4833,22.51,95,100,10.34,JP,1731099359
520,margate,51.3813,1.3862,7.61,80,90,2.72,GB,1731099147
521,shubarshi,48.5872,57.1869,-1.49,82,100,1.65,KZ,1731099361
522,brevard,28.292,-80.7492,28.36,73,0,4.63,US,1731099362
523,alaghsas,17.0187,8.0168,23.78,19,28,4.88,NE,1731099363
524,forster,-32.1667,152.5167,19.1,91,0,2.86,AU,1731099364
525,berbera,10.4396,45.0143,27.86,66,0,1.77,SO,1731099365
526,hugo,45.16,-92.9933,14.4,57,40,1.79,US,1731099366
527,katsuura,35.1333,140.3,14.25,72,99,5.93,JP,1731099367
528,sittwe,20.15,92.9,23.09,86,1,3.59,MM,1731099368
529,santa terezinha,-29.9002,-50.0904,19.72,74,11,6.94,BR,1731099369
530,coari,-4.085,-63.1414,34.86,37,100,0.78,BR,1731099372
531,malango,-2.9627,119.9001,18.48,98,70,1.03,ID,1731099373
532,sungai raya,0.7,108.9,25.38,93,92,2.07,ID,1731099374
533,sydney mines,46.2367,-60.2177,8.5,78,100,7.72,CA,1731099375
534,cuatro cienegas de carranza,26.9833,-102.0833,30.73,14,1,1.65,MX,1731099376
535,labytnangi,66.6572,66.4183,-8.33,97,100,0.25,RU,1731099377
536,ilulissat,69.2167,-51.1,-9.99,48,29,0.51,GL,1731099378
537,portland,45.5234,-122.6762,16.2,57,75,0.89,US,1731099178
538,vrontados,38.4089,26.1328,14.3,67,0,5.76,GR,1731099380
539,sunyani,7.3399,-2.3268,24.5,59,87,0.41,GH,1731099381
540,taroa,8.7058,171.2275,28.23,77,98,5.32,MH,1731099382
541,titu,44.65,25.5333,7.83,45,25,2.96,RO,1731099383
542,ingeniero jacobacci,-41.3427,-69.5448,19.91,25,98,11.36,AR,1731099384
543,bartlett,35.2045,-89.874,18.02,88,100,4.12,US,1731099385
544,cozumel,20.5083,-86.9458,29.41,83,100,3.29,MX,1731099143
545,inarajan village,13.2736,144.7484,26.54,90,20,5.87,GU,1731099387
546,selfoss,63.9331,-20.9971,6.69,87,99,5.13,IS,1731099388
547,bikenibeu village,1.3673,173.1241,28.98,65,20,2.57,KI,1731099389
548,dhidhdhoo,6.8833,73.1,28.25,64,100,1.56,MV,1731099390
549,los alamos,35.8881,-106.307,0.77,87,100,1.79,US,1731099392
550,chui,-33.6971,-53.4616,17.97,75,17,3.74,UY,1731099393
551,reyes,-14.3167,-67.3833,32.98,62,40,3.6,BO,1731099394
552,paphos,34.7667,32.4167,17.88,55,20,3.09,CY,1731099395
553,choele choel,-39.2667,-65.6833,28.67,26,100,3.83,AR,1731099396
554,kruisfontein,-34.0033,24.7314,16.27,70,100,8.52,ZA,1731099397
555,clorinda,-25.2848,-57.7185,28.32,62,0,4.71,AR,1731099398
556,barclayville,4.6797,-8.2339,25.16,86,15,1.6,LR,1731099399
557,chabahar,25.2919,60.643,27.47,65,0,0.99,IR,1731099400
558,magomeni,-6.8,39.25,25.92,82,0,2.49,TZ,1731099401
559,antalaha,-14.9003,50.2788,21.93,84,46,2.82,MG,1731099402
560,misratah,32.3754,15.0925,20.56,58,34,3.47,LY,1731099403
561,yuscaran,13.9333,-86.85,25.03,76,98,0.87,HN,1731099404
562,vigan,17.5747,120.3869,25.43,86,99,3.89,PH,1731099405
563,cadale,2.7603,46.3222,26.31,82,6,4.81,SO,1731099406
564,preobrazheniye,42.9019,133.9064,3.41,73,8,2.38,RU,1731099407
565,dabhol,17.6,73.1667,23.53,62,0,2.57,IN,1731099408
566,fenyi,27.8112,114.6681,13.38,66,100,0.11,CN,1731099409
567,helong,42.5397,128.9972,2.27,89,89,2.03,CN,1731099410
568,juneau,58.3019,-134.4197,5.23,95,100,7.2,US,1731099411
569,springfield,37.2153,-93.2982,17.28,55,100,7.15,US,1731099304
570,raja,8.4596,25.678,26.25,41,66,0.98,SS,1731099413
571,sultanpur,26.2667,82.0667,23.18,54,0,0.42,IN,1731099415
572,mont-dore,-22.2833,166.5833,27.79,50,0,2.73,NC,1731099416
573,igersheim,49.4944,9.8169,5.54,87,100,5.14,DE,1731099417
574,praia,14.9215,-23.5087,26.3,78,0,6.69,CV,1731099418
575,fortuna,40.5982,-124.1573,19.96,46,0,3.6,US,1731099419
576,kodinsk,58.6881,99.1844,-4.21,81,100,4.31,RU,1731099420
577,bogorodskoye,56.55,37.8833,1.6,92,36,4.51,RU,1731099421
578,belebey,54.1167,54.1167,-2.25,97,100,5.43,RU,1731099422
579,lugoj,45.6886,21.9031,7.16,48,92,1.23,RO,1731099423
580,fernley,39.608,-119.2518,13.1,19,0,2.04,US,1731099424
581,namsos,64.4662,11.4957,8.95,93,75,4.63,NO,1731099425
582,leer,53.2316,7.461,5.53,92,100,0.45,DE,1731099426
583,mount isa,-20.7333,139.5,29.87,20,68,1.54,AU,1731099427
584,porto torres,40.835,8.3972,13.1,73,34,1.73,IT,1731099428
585,puerto carreno,6.189,-67.4859,34.99,52,40,0.0,CO,1731099317
